dataset,image_filename,image_path,mask_path,image_width,image_height,image_size_bytes,mask_size_bytes,has_mask,num_bounding_boxes,bounding_boxes,label,bbox_width,bbox_height
kvasir-seg,cju2saez63gxl08559ucjq3kt.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju2saez63gxl08559ucjq3kt.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju2saez63gxl08559ucjq3kt.jpg,557,530,21332,11220,Yes,1,"polyp: [105,65,358,271]",polyp,557,530
kvasir-seg,cju2sevf53lkx08558h5bpaig.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju2sevf53lkx08558h5bpaig.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju2sevf53lkx08558h5bpaig.jpg,626,547,38576,15780,Yes,1,"polyp: [265,139,592,503]",polyp,626,547
kvasir-seg,cju2sggy13na70855tbeoqgha.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju2sggy13na70855tbeoqgha.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju2sggy13na70855tbeoqgha.jpg,559,530,26954,16022,Yes,1,"polyp: [195,78,478,520]",polyp,559,530
kvasir-seg,cju2spdagu1l50835da1f46fr.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju2spdagu1l50835da1f46fr.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju2spdagu1l50835da1f46fr.jpg,465,525,30109,7830,Yes,1,"polyp: [127,208,246,349]",polyp,465,525
kvasir-seg,cju2srvy5440s0801y1ba9akr.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju2srvy5440s0801y1ba9akr.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju2srvy5440s0801y1ba9akr.jpg,622,528,40709,17160,Yes,1,"polyp: [234,55,572,528]",polyp,622,528
kvasir-seg,cju2sszfq3uye0878sucelzk2.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju2sszfq3uye0878sucelzk2.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju2sszfq3uye0878sucelzk2.jpg,622,531,36500,17759,Yes,1,"polyp: [0,0,621,526]",polyp,622,531
kvasir-seg,cju2suk42469908015ngmq6f2.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju2suk42469908015ngmq6f2.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju2suk42469908015ngmq6f2.jpg,609,528,38055,10693,Yes,1,"polyp: [233,175,461,349]",polyp,609,528
kvasir-seg,cju2sxf3iqbpv09937iksn8ep.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju2sxf3iqbpv09937iksn8ep.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju2sxf3iqbpv09937iksn8ep.jpg,622,529,26850,13755,Yes,1,"polyp: [59,72,363,352]",polyp,622,529
kvasir-seg,cju2syxa93yw40799x2iuwabz.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju2syxa93yw40799x2iuwabz.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju2syxa93yw40799x2iuwabz.jpg,602,474,34904,7732,Yes,1,"polyp: [245,200,345,291]",polyp,602,474
kvasir-seg,cju2t16vuucaq0835xcpsivn2.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju2t16vuucaq0835xcpsivn2.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju2t16vuucaq0835xcpsivn2.jpg,622,531,26132,10094,Yes,1,"polyp: [214,20,409,173]",polyp,622,531
kvasir-seg,cju2t2ivz43i10878zeg8r1br.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju2t2ivz43i10878zeg8r1br.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju2t2ivz43i10878zeg8r1br.jpg,607,528,40329,8900,Yes,1,"polyp: [215,105,328,249]",polyp,607,528
kvasir-seg,cju2t3ibkuecr0835o7si16zv.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju2t3ibkuecr0835o7si16zv.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju2t3ibkuecr0835o7si16zv.jpg,613,530,32858,9154,Yes,1,"polyp: [247,212,381,341]",polyp,613,530
kvasir-seg,cju2t62nq45jl0799odpufwx6.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju2t62nq45jl0799odpufwx6.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju2t62nq45jl0799odpufwx6.jpg,622,528,41977,13163,Yes,1,"polyp: [279,110,517,487]",polyp,622,528
kvasir-seg,cju2t9tdwuk700835kv0ljmtl.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju2t9tdwuk700835kv0ljmtl.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju2t9tdwuk700835kv0ljmtl.jpg,605,473,21932,12122,Yes,1,"polyp: [0,76,275,364]",polyp,605,473
kvasir-seg,cju2ti1du4idn0878giuozonw.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju2ti1du4idn0878giuozonw.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju2ti1du4idn0878giuozonw.jpg,571,530,24845,10983,Yes,1,"polyp: [293,221,477,473]",polyp,571,530
kvasir-seg,cju2tjrog4jy30878pawyazqc.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju2tjrog4jy30878pawyazqc.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju2tjrog4jy30878pawyazqc.jpg,622,530,27320,12702,Yes,1,"polyp: [324,73,559,357]",polyp,622,530
kvasir-seg,cju2top2ruxxy0988p1svx36g.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju2top2ruxxy0988p1svx36g.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju2top2ruxxy0988p1svx36g.jpg,570,530,23352,14312,Yes,1,"polyp: [229,113,519,444]",polyp,570,530
kvasir-seg,cju2tpfa5uyx408359datxqqj.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju2tpfa5uyx408359datxqqj.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju2tpfa5uyx408359datxqqj.jpg,622,528,39856,11719,Yes,1,"polyp: [118,57,307,319]",polyp,622,528
kvasir-seg,cju2tqfgw4oat0799rn0g5b2z.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju2tqfgw4oat0799rn0g5b2z.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju2tqfgw4oat0799rn0g5b2z.jpg,614,529,36784,11635,Yes,1,"polyp: [263,101,520,313]",polyp,614,529
kvasir-seg,cju2trbpkv0c00988hxla5dzz.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju2trbpkv0c00988hxla5dzz.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju2trbpkv0c00988hxla5dzz.jpg,610,531,26324,12941,Yes,1,"polyp: [94,39,406,292]",polyp,610,531
kvasir-seg,cju2trtjf4qjd0878a2zle9v9.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju2trtjf4qjd0878a2zle9v9.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju2trtjf4qjd0878a2zle9v9.jpg,598,528,30984,8135,Yes,1,"polyp: [218,276,303,422]",polyp,598,528
kvasir-seg,cju2tvrvm53ws0801a0jfjdxg.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju2tvrvm53ws0801a0jfjdxg.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju2tvrvm53ws0801a0jfjdxg.jpg,568,531,31683,12299,Yes,1,"polyp: [0,62,381,213]",polyp,568,531
kvasir-seg,cju2txjfzv60w098839dcimys.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju2txjfzv60w098839dcimys.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju2txjfzv60w098839dcimys.jpg,551,430,17695,9333,Yes,1,"polyp: [142,124,326,292]",polyp,551,430
kvasir-seg,cju2tzypl4wss0799ow05oxb9.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju2tzypl4wss0799ow05oxb9.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju2tzypl4wss0799ow05oxb9.jpg,622,531,27517,14116,Yes,1,"polyp: [261,189,607,531]",polyp,622,531
kvasir-seg,cju2u2b9o4zvp08788qb9nqxj.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju2u2b9o4zvp08788qb9nqxj.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju2u2b9o4zvp08788qb9nqxj.jpg,564,527,26100,13236,Yes,1,"polyp: [204,53,491,384]",polyp,564,527
kvasir-seg,cju2u4pymvc720988wsxrmi84.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju2u4pymvc720988wsxrmi84.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju2u4pymvc720988wsxrmi84.jpg,541,530,26765,14930,Yes,1,"polyp: [20,47,295,524]",polyp,541,530
kvasir-seg,cju2u73dj53oz0878486k8k4b.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju2u73dj53oz0878486k8k4b.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju2u73dj53oz0878486k8k4b.jpg,524,529,28073,10618,Yes,1,"polyp: [78,145,300,371]",polyp,524,529
kvasir-seg,cju2ueb6j5ado0878vf5md13o.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju2ueb6j5ado0878vf5md13o.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju2ueb6j5ado0878vf5md13o.jpg,1348,1070,114705,36435,Yes,2,"polyp: [128,237,252,389]; polyp: [519,751,1099,1069]",polyp,1348,1070
kvasir-seg,cju2ulk385h170799rlklxob0.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju2ulk385h170799rlklxob0.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju2ulk385h170799rlklxob0.jpg,596,528,38136,15814,Yes,1,"polyp: [213,0,582,402]",polyp,596,528
kvasir-seg,cju2uokeg5jm20799xwgsyz89.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju2uokeg5jm20799xwgsyz89.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju2uokeg5jm20799xwgsyz89.jpg,570,530,25342,15392,Yes,1,"polyp: [122,183,545,506]",polyp,570,530
kvasir-seg,cju2upu4evw7g08358guwozxv.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju2upu4evw7g08358guwozxv.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju2upu4evw7g08358guwozxv.jpg,616,528,38466,9841,Yes,1,"polyp: [238,175,404,318]",polyp,616,528
kvasir-seg,cju2urqpwvxw70835rvndvtsi.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju2urqpwvxw70835rvndvtsi.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju2urqpwvxw70835rvndvtsi.jpg,626,474,36189,8464,Yes,1,"polyp: [161,36,299,135]",polyp,626,474
kvasir-seg,cju2uwz9f5yf1085506cfamfx.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju2uwz9f5yf1085506cfamfx.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju2uwz9f5yf1085506cfamfx.jpg,1220,1011,115285,36782,Yes,1,"polyp: [321,259,1033,882]",polyp,1220,1011
kvasir-seg,cju2uy8ox62jo0801g88hh42z.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju2uy8ox62jo0801g88hh42z.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju2uy8ox62jo0801g88hh42z.jpg,622,528,41802,10516,Yes,1,"polyp: [411,110,598,296]",polyp,622,528
kvasir-seg,cju2uzabhs6er0993x3aaf87p.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju2uzabhs6er0993x3aaf87p.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju2uzabhs6er0993x3aaf87p.jpg,612,528,42768,12857,Yes,2,"polyp: [280,137,532,395]; polyp: [384,254,386,256]",polyp,612,528
kvasir-seg,cju2wtwj87kys0855kx6mddzw.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju2wtwj87kys0855kx6mddzw.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju2wtwj87kys0855kx6mddzw.jpg,626,547,38017,17552,Yes,1,"polyp: [32,0,467,546]",polyp,626,547
kvasir-seg,cju2wve9v7esz0878mxsdcy04.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju2wve9v7esz0878mxsdcy04.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju2wve9v7esz0878mxsdcy04.jpg,620,529,37644,9684,Yes,1,"polyp: [153,145,320,289]",polyp,620,529
kvasir-seg,cju2wx0gh7fpz0878wwyd9ep8.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju2wx0gh7fpz0878wwyd9ep8.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju2wx0gh7fpz0878wwyd9ep8.jpg,616,529,38316,10277,Yes,1,"polyp: [301,236,482,392]",polyp,616,529
kvasir-seg,cju2wxv0hxs2f09884w48v8fi.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju2wxv0hxs2f09884w48v8fi.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju2wxv0hxs2f09884w48v8fi.jpg,622,529,40400,8154,Yes,1,"polyp: [316,271,393,378]",polyp,622,529
kvasir-seg,cju2wzu8wxtgu09880ku9x1pg.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju2wzu8wxtgu09880ku9x1pg.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju2wzu8wxtgu09880ku9x1pg.jpg,622,529,42602,12160,Yes,1,"polyp: [46,316,400,529]",polyp,622,529
kvasir-seg,cju2x7vw87mu30878hye2ca0m.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju2x7vw87mu30878hye2ca0m.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju2x7vw87mu30878hye2ca0m.jpg,1348,1070,119782,45012,Yes,1,"polyp: [295,486,1208,1013]",polyp,1348,1070
kvasir-seg,cju2xa3i4y0160988i679zsqd.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju2xa3i4y0160988i679zsqd.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju2xa3i4y0160988i679zsqd.jpg,619,528,49079,12005,Yes,1,"polyp: [306,140,467,443]",polyp,619,528
kvasir-seg,cju2xbk0080y80801eghyddi2.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju2xbk0080y80801eghyddi2.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju2xbk0080y80801eghyddi2.jpg,621,529,40246,10879,Yes,1,"polyp: [198,40,379,245]",polyp,621,529
kvasir-seg,cju2xd75m82720801q4s4ik3n.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju2xd75m82720801q4s4ik3n.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju2xd75m82720801q4s4ik3n.jpg,1220,1011,167715,31330,Yes,1,"polyp: [412,293,875,709]",polyp,1220,1011
kvasir-seg,cju2xf8e5y2wm08359vcgk09b.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju2xf8e5y2wm08359vcgk09b.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju2xf8e5y2wm08359vcgk09b.jpg,571,530,31850,13754,Yes,1,"polyp: [248,125,571,526]",polyp,571,530
kvasir-seg,cju2xjz2ju8pe0993ysv9wg17.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju2xjz2ju8pe0993ysv9wg17.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju2xjz2ju8pe0993ysv9wg17.jpg,593,530,32049,12193,Yes,1,"polyp: [133,216,399,488]",polyp,593,530
kvasir-seg,cju2xlcqxy9c60988vjacdznb.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju2xlcqxy9c60988vjacdznb.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju2xlcqxy9c60988vjacdznb.jpg,621,529,35308,13926,Yes,1,"polyp: [158,0,537,267]",polyp,621,529
kvasir-seg,cju2xs6na81t20878pt6nkfip.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju2xs6na81t20878pt6nkfip.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju2xs6na81t20878pt6nkfip.jpg,570,531,39551,14511,Yes,1,"polyp: [225,163,542,515]",polyp,570,531
kvasir-seg,cju2xwm1s84l50799i60mq0pu.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju2xwm1s84l50799i60mq0pu.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju2xwm1s84l50799i60mq0pu.jpg,626,547,35734,10059,Yes,1,"polyp: [387,0,550,145]",polyp,626,547
kvasir-seg,cju2xyd9vyi7m098831qcucse.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju2xyd9vyi7m098831qcucse.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju2xyd9vyi7m098831qcucse.jpg,622,528,53051,14774,Yes,1,"polyp: [192,56,440,458]",polyp,622,528
kvasir-seg,cju2y0z6g87p10878fpk5d3rq.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju2y0z6g87p10878fpk5d3rq.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju2y0z6g87p10878fpk5d3rq.jpg,554,530,31613,14105,Yes,1,"polyp: [92,56,423,358]",polyp,554,530
kvasir-seg,cju2y26c588bo07993ksd8eoz.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju2y26c588bo07993ksd8eoz.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju2y26c588bo07993ksd8eoz.jpg,621,530,37997,10639,Yes,1,"polyp: [355,338,538,527]",polyp,621,530
kvasir-seg,cju2y40d8ulqo0993q0adtgtb.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju2y40d8ulqo0993q0adtgtb.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju2y40d8ulqo0993q0adtgtb.jpg,617,529,43265,12759,Yes,1,"polyp: [160,172,412,404]",polyp,617,529
kvasir-seg,cju2y5zas8m7f0801d34g5owq.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju2y5zas8m7f0801d34g5owq.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju2y5zas8m7f0801d34g5owq.jpg,586,479,30784,17010,Yes,2,"polyp: [406,0,563,157]; polyp: [6,146,274,479]",polyp,586,479
kvasir-seg,cju2y8s56ymqr083541ggdsml.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju2y8s56ymqr083541ggdsml.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju2y8s56ymqr083541ggdsml.jpg,615,530,34806,11585,Yes,1,"polyp: [327,217,500,474]",polyp,615,530
kvasir-seg,cju2yb31a8e8u0878wdashg7o.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju2yb31a8e8u0878wdashg7o.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju2yb31a8e8u0878wdashg7o.jpg,621,531,34584,12913,Yes,1,"polyp: [328,135,583,435]",polyp,621,531
kvasir-seg,cju2ycp1u8g2r0799jslnp7cz.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju2ycp1u8g2r0799jslnp7cz.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju2ycp1u8g2r0799jslnp7cz.jpg,617,531,27371,12406,Yes,1,"polyp: [256,117,462,365]",polyp,617,531
kvasir-seg,cju2yg5ht8i4p087800js8hp4.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju2yg5ht8i4p087800js8hp4.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju2yg5ht8i4p087800js8hp4.jpg,626,546,38515,13662,Yes,1,"polyp: [311,47,529,422]",polyp,626,546
kvasir-seg,cju2yi9tz8vky0801yqip0xyl.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju2yi9tz8vky0801yqip0xyl.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju2yi9tz8vky0801yqip0xyl.jpg,616,528,41460,14196,Yes,1,"polyp: [38,0,344,385]",polyp,616,528
kvasir-seg,cju2yljr0yzhw0988ecf271ly.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju2yljr0yzhw0988ecf271ly.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju2yljr0yzhw0988ecf271ly.jpg,1220,1009,167297,35557,Yes,1,"polyp: [197,101,880,678]",polyp,1220,1009
kvasir-seg,cju2yo1j1v0qz09934o0e683p.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju2yo1j1v0qz09934o0e683p.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju2yo1j1v0qz09934o0e683p.jpg,626,546,41020,14784,Yes,1,"polyp: [282,95,626,546]",polyp,626,546
kvasir-seg,cju2ysg748ru80878sp6j0gm0.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju2ysg748ru80878sp6j0gm0.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju2ysg748ru80878sp6j0gm0.jpg,572,547,32728,15569,Yes,1,"polyp: [96,80,408,547]",polyp,572,547
kvasir-seg,cju2yv4imv6cz099314jveiib.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju2yv4imv6cz099314jveiib.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju2yv4imv6cz099314jveiib.jpg,621,529,36974,11337,Yes,1,"polyp: [251,322,489,519]",polyp,621,529
kvasir-seg,cju2yw4s7z7p20988lmf2gdgd.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju2yw4s7z7p20988lmf2gdgd.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju2yw4s7z7p20988lmf2gdgd.jpg,571,530,24685,10003,Yes,1,"polyp: [413,92,570,287]",polyp,571,530
kvasir-seg,cju2yyhsp933j0855hp32e012.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju2yyhsp933j0855hp32e012.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju2yyhsp933j0855hp32e012.jpg,593,435,23169,11587,Yes,1,"polyp: [371,62,584,379]",polyp,593,435
kvasir-seg,cju2z1nxlzaj40835wj81s1iy.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/images/cju2z1nxlzaj40835wj81s1iy.jpg,/Users/ujjwalsinha/Gastrointestinal-Disease-Detection/dataset/kvasir-seg/masks/cju2z1nxlzaj40835wj81s1iy.jpg,622,531,40668,14058,Yes,1,"polyp: [125,56,427,409]",polyp,622,531
